,chunk_label,chunk_text,uuid
10,methods7," We further characterized our candidate genes by KEGG pathways related to glucose, insulin, fatty acids, adipocytes, cholesterol, obesity, diabetes mellitus, metabolic syndrome, and digestion and absorption of carbohydrates, fats, and proteins. A comprehensive list of KEGG pathway queries is provided in Supplementary Table S4.  Conditioned and unconditioned linkage analysis  We performed a set of conditional quantitative trait loci (QTL) scans using traits as covariates in the analysis of other traits based on the individual quantitative trait loci (QTL) that were identified for each trait and suspected biological relationships. If conditioning the genome scan with a covariate resulted in a significant increase or decrease in the absolute value of the logarithm of the odds (LOD) score, it was interpreted that the traits are causally related to one another.",31cd5d08-1074-4846-9adf-72b0750d4d04
11,methods8," When comparing conditioned and unconditioned quantitative trait loci (QTL) scans, an increase or decrease in the logarithm of the odds (LOD) of at least 2.0 corresponds to a 5% type I error rate [9, 10]. Only conditioned genome scans that resulted in a change of 2.0 logarithm of the odds (LOD) were considered pleiotropic, or shared, quantitative trait loci (QTL) between the two traits.  Causal network inferences  For traits with overlapping quantitative trait loci (QTL) we made causal inferences in networks based on methods described elsewhere [11]. Briefly, the first trait (T1) was regressed on the second trait (T2) and T2 was regressed on T1 in order to obtain the residual of each trait after adjusting for the other (R1 and R2). A bivariate t test between R1, R2, and the shared locus was used to infer the causal network among them. P values were Holm–Bonferroni corrected for the number of tests (i.e., number of residuals tested = 2) where P = α0.",db29ff94-be90-4215-856b-0aa3f2f858d2
12,methods9,"05/(number of tests – rank of ith hypothesis +1). A P value < 0.05 is considered significant. An initial pathway describing the relationship between T1 and T2 was defined based on the inferred causal networks, and the predicted causal models were compared with the Akaike’s information criterion (Akaike’s information criterion (AIC)) and Bayesian information criterion (Bayesian information criterion (BIC)). A lower Akaike’s information criterion (AIC) and Bayesian information criterion (BIC) indicates a better model.  Structural equation modeling  Structural equation modeling was used to illustrate observed and unobserved relationships between the quantitative trait loci (QTL) models. The models were refined until all path coefficients were significantly different from zero. Linear models using ANOVA was used to check for the amount of variation explained by each predictor in the structural model.",9f3329d0-1070-401f-9078-446c8e68ba11
13,methods10, The proportion of variation explained with the predictors modeled was calculated by dividing the sum of squares of the model including the predictor by the total sum of squares without the predictor.  Quantitative PCR (qPCR)  RNA from flash-frozen gonadal fat and liver were extracted using the simplyRNA Tissue kit on a Maxwell AS3000 (Promega). cDNA was generated using the Transcriptor First Strand cDNA Synthesis kit (Roche). qPCRs were performed on a LightCycler 480 (Roche) and CFX384 (BioRad) with LightCycler 480 SYBR Green I Master reagent (Roche). B2m was used as a housekeeping gene to correct for starting amounts of cDNA in both gonadal fat and liver. Primers were purchased from Integrated DNA Technologies as custom DNA oligos and sequences are provided in Supplementary Table S2. ,69afc69c-41d6-4091-972d-437924b7cc2f
14,results0," Genetic background and sex modulate parental strain fat differences  The fat percentage of B6 males consuming an American diet was 1.77-fold higher compared to B6 males consuming a ketogenic diet (B6 male American: 27.4 ± 5.2%, B6 male ketogenic: 15.5 ± 7.1%, P = 0.001, CI = 5.8–18.0%; Fig. 1 and Supplementary Table 3). Conversely, B6 females and FVB/NJ (FVB) males and females fed the same two diets did not show diet-dependent differences of body fat percentage (B6 female American: 20.7 ± 8.8%, B6 female ketogenic: 17.2 ± 5.7%; FVB/NJ (FVB) male American: 18.1 ± 6.9%, FVB/NJ (FVB) male ketogenic: 20.4 ± 7.5%; FVB/NJ (FVB) female American: 13.4 ± 6.7%, FVB/NJ (FVB) female ketogenic: 16.2 ± 6.4%; Fig. 1 and Supplementary Table 3). The mean fat percentage in B6 males on the ketogenic diet is lower than the fat percentage in FVB/NJ (FVB) males on the ketogenic diet, although the difference is not statistically significant (Fig. 1 and Supplementary Table 3).Fig.",548d1566-8746-4a1b-a48f-80458b2536fc
15,results1," 1 Fat percentage (after feeding trial) (% of body weight).  Orange dots indicate a ketogenic diet. Green dots indicate American diet. Blue (male) and pink (female) boxes denote sex. B6 males on the ketogenic diet have a lower percentage of body fat than B6 males on the American diet (Welch’s two-sample t test when variances are unequal). This trend persists in the F1 population where F1 males on the ketogenic diet have a lower percentage of body fat than F1 males on the American diet. The F1 males on the ketogenic diet also have a significantly higher percentage of body fat than B6 males on the ketogenic diet.  Sex modulates hybrid population fat differences  The F1 males, but not females, also responded to the ketogenic diet. F1 males on the American diet had 1.25-fold higher body fat percentage than on the ketogenic diet (F1 male American: 32.5 ± 3.2%, F1 male ketogenic: 25.9 ± 4.7%, P = 0.020, CI = 1.3–11.9%; Fig. 1 and Supplementary Table 3).",145ec86e-28b5-4591-b712-63ecc10876e0
16,results2," We also observed that the F1 males on the ketogenic diet had a 1.67-fold higher fat percentage than that observed in B6 males on the ketogenic diet (F1 male ketogenic: 25.9 ± 4.7%, B6 male ketogenic: 15.5 ± 7.1% P = 0.005, CI = 3.7–15.6%; Fig. 1 and Supplementary Table 3).  Sex and diet modulate phenotypes in the F2 population  As expected, sex had a profound effect on the phenotypes used for analysis (Supplementary Table 3). This effect was greater than the effect of diet for all phenotypes (Supplementary Table 3). Regardless of the carbohydrate composition of the diet, females had lower fat mass gain than males (F2 females, 4.5 ± 3.0 g, F2 males, 8.2 ± 4.5 g, P < 0.001, CI = 2.8–4.2 g), lower lean mass gain than males (F2 females, 5.5 ± 1.6 g, F2 males, 9.0 ± 3.2 g, P < 0.001, CI = 3.0–3.9 g), and lower serum HDL cholesterol concentration than males (F2 females, 157.6 ± 58.3 ng/mL, F2 males, 201.6 ± 32.5 ng/mL, P < 0.001, CI = 34.9–53.0 ng/mL).",50bf37f8-fd6e-436b-bf05-8e4fdaff8d19
17,results3,"  Diet had a significant effect on lean mass gain and serum HDL cholesterol (Supplementary Table 3). Irrespective to sex, F2s on the ketogenic diet gained less lean mass than F2s on the American diet (F2 ketogenic, 6.9 ± 2.8 ng/mL, F2 American, 7.4 ± 3.2 ng/mL, P = 0.002, CI = 0.3–1.2 ng/mL) and had lower serum HDL cholesterol concentration on the ketogenic diet compared to F2s on the American diet (F2 ketogenic, 175.1 ± 52.2 ng/mL, F2 American, 183.3 ± 52.4 ng/mL, P = 0.027, CI = 1.2–19.2 ng/mL).  A significant interaction of sex and diet (Supplementary Table 3) was observed for lean mass gain where F2 males on the ketogenic diet gain significantly less lean mass than F2 males on the American diet (F2 male ketogenic, 8.2 ± 3.1 g, F2 male American, 10.0 ± 3.0 g, P < 0.001, CI = 0.9–2.7 g).  The amount of fat mass gain was highly heritable in the F2 population. Broad-sense heritability for the trait was 81% in males and 71% in females.",d3a07235-0b39-4ce2-8d9f-c9a414bc3062
18,results4,"  Linkage analysis reveals quantitative trait loci (QTL)s for a fat mass gain during the feeding trial  In the combined analysis that incorporates all F2s on both diets (y~ sex * diet + marker), we detected quantitative trait loci (QTL) for fat mass gain on Chr1 at 191.6 Mb (Fmgq1; P < 0.001, CI = 180.2–194.4 Mb), Chr5 at 73.7 Mb (Fmgq2; P < 0.001, CI = 66.1–76.6 Mb), and Chr7 at 40.5 Mb (Fmgq3; P < 0.01, CI = 36.6–44.5 Mb) (Fig. 2A and Table 1). At Fmgq1, the FVB/NJ (FVB) allele contributes to higher fat mass gain, and the top marker (UNC010475128) accounts for 3.44% of the variance. Fmgq2 is a highly significant quantitative trait loci (QTL) where the FVB/NJ (FVB) allele contributes to lower fat mass gain. The top marker (backupUNC050383757) accounts for 6.3% of the total variance in the F2 population (Table 1). The top marker explains 22.8% of the variation in males on the ketogenic diet, while it only explaining 5.9% of the variation in females on the ketogenic diet and 4.1% and 1.",8b145086-531e-40f3-8161-85185601b30a
19,results5,"6% of the variation in males and females on the American diet, respectively. At Fmgq3, the FVB/NJ (FVB) allele contributes to lower fat mass gain, and the top marker (JAX00150446) accounts for 3.4% of the variance in fat mass gain.Fig. 2 quantitative trait loci (QTL) profiles and interaction plots.  The quantitative trait loci (QTL) profiles show the logarithmic P values across the whole genome. Positive values indicate that the FVB/NJ (FVB) allele increases the trait, while negative values indicate that the FVB/NJ (FVB) allele decreases the trait. The horizontal lines present the genome-wide thresholds of high significance (P < 0.01, green) and significance (P < 0.05, orange) based on 10,000 permutations of the data. A quantitative trait loci (QTL) profile for fat mass gain during the feeding trial. In the combined model including both sexes and both diets (y~ sex * diet + marker), a highly significant quantitative trait loci (QTL) is located on Chr5 at 73.",7e3a9746-e85a-46e2-8f44-6d6a78b20165
20,results6,"7 Mb (Fmgq2) (black confidence interval). There are additional significant quantitative trait loci (QTL)s on Chr1 at 191.6 Mb (Fmgq1) and on Chr7 at 40.5 Mb (Fmgq3). The top marker at Fmgq2 explains the most variation in fat mass gain in males on the ketogenic diet. B Interaction plots for Fmgq2 and Fmgq1 in ketogenic males and C ketogenic females represented as mean ± standard deviation. In ketogenic males, if Fmgq2 is homozygous for the B6 allele and Fmgq1 harbors at least one FVB/NJ (FVB) allele, a functional interaction effect was evident. As long as Fmgq2 carries one B6 and one FVB/NJ (FVB) allele, the effects of the two loci are additive, independent of the genotype at Fmgq1. D quantitative trait loci (QTL) profile on Chr5 for lean mass gain during the 3-month feeding trial. In the combined model including both sexes and both diets (y~ sex * diet + marker), a highly significant quantitative trait loci (QTL) is located on Chr5 at 73.7 Mb (Lmgq1) (black confidence interval).",2a9091a1-4da7-48c7-ac26-ba1152f9e227
21,results7," The top marker at Lmgq1 explains the most variation in a lean mass gain in males on the ketogenic. E quantitative trait loci (QTL) profile on Chr1 for serum HDL cholesterol concentration after the 3-month feeding trial. In the combined model that includes both sexes and diets (y~ sex * diet + marker), the peak position of the highly significant quantitative trait loci (QTL) is located at 168.6 Mb (Hdlq1) (black confidence interval).  Table 1 Significant quantitative trait loci (QTL)s for fat mass and lean mass gain during feeding trial and for serum HDL cholesterol concentration after feeding trial.  Phenotype	Model	Chr	Left marker (Mb)	Top marker (Mb)	Right marker (Mb)	logarithm of the odds (LOD) (−log10(P value))ξ	Effect of B6/FVB/NJ (FVB) allelesξ	Effect of FVB/NJ (FVB)/FVB/NJ (FVB) allelesξ	Variance explained (%)ξ	 Fat mass gain (during feeding trial) (g)	Combined (both sexes, both diets)  (y ~ sex * diet + marker)  	1	180.2	191.6	194.4	4.02b	1.44	2.32	3.",7eb7f484-442b-40c8-a4bf-4c7a8870fffa
22,results9,"  We expected that FVB/NJ (FVB) alleles would drive higher fat mass gain across the genome based on the initial screen of B6 and FVB/NJ (FVB) showing that B6 males have a differential response to American and ketogenic diets, while FVB/NJ (FVB) mice do not have a differential response to these two high-fat diets. Surprisingly, the FVB/NJ (FVB) allele contributes to lower fat mass gain in response to the ketogenic diet at the most highly significant quantitative trait loci (QTL) at Fmgq2 as well as Fmgq3, but higher fat mass gain at Fmgq1.  In the initial analysis of fat percentage in B6, FVB/NJ (FVB), and F1 populations, we also observed that the male response to the ketogenic diet was greater in the F1 population compared to the B6 parent strain (Fig. 1). This prompted us to test if the combination of parent alleles at Fmgq1 with either Fmgq2 or Fmgq3 resulted in a higher fat mass gain in the F2 population. We found an interaction between Fmgq2 and Fmgq1 (P = 0.007, CI = 1.58–9.",fe3d0d63-6701-4f8d-b0de-0f8913d27df8
23,results10,"07 g) affecting fat mass gain. The interaction effect was specific to males on the ketogenic diet. Males that are homozygous for the B6 allele at Fmgq2 and that carry at least one FVB/NJ (FVB) allele at Fmgq1 gained about 5 g more fat on a ketogenic diet than males homozygous for the B6 allele at both loci (Fig. 2B, C).  Linkage analysis reveals quantitative trait loci (QTL)s for a lean mass gain during the feeding trial  In the combined model that includes male and female F2s on both diets (y~ sex * diet + marker), we detected a significant quantitative trait loci (QTL) for lean body mass gain during the 3-month feeding trial (Lmgq1; P < 0.001, CI = 66.1–76.6 Mb) (Table 1 and Fig. 2D). Lmgq1 overlapped with Fmgq2. We observe again that males on the ketogenic diet drive this quantitative trait loci (QTL). In the combined model, the top marker (backupUNC050383757) explains 3.3% of the variance in lean mass gain. In males on the ketogenic diet, the top marker (JAX00131700) explains 19.",f0dd1a49-2eb7-4499-9198-fc25f99a714e
24,results11,"0% of the variation in lean mass gain while it only explaining 1.2% of the variation in females on the ketogenic diet and 8.2% and 4.1% of the variation in males and females on the American diet, respectively.  Linkage analysis reveals quantitative trait loci (QTL)s for serum HDL concentration at the end of the feeding trial  In the combined model that includes male and female F2 animals on both diets (y~ sex * diet + marker), we detected a highly significant quantitative trait loci (QTL) on Chr1 at 168.6 Mb (Hdlq1) for serum HDL concentration after the 3-month feeding trial (P < 0.001, CI = 160.6–176.1 Mb; Fig. 2E). All genotype classes (B6/B6 155.4 ± 48.8 ng/mL; B6/FVB/NJ (FVB) 179.2 ± 51.5 ng/mL; FVB/NJ (FVB)/FVB/NJ (FVB) 200.6 ± 48.5 ng/mL) are significantly different from each other at this locus (B6/B6: B6/FVB/NJ (FVB) P < 0.001, CI = 9.7–38.1 ng/mL; B6J/B6J: FVB/NJ (FVB)/FVB/NJ (FVB) P < 0.001, CI = 28.7–61.8 ng/mL; FVB/NJ (FVB)/FVB/NJ (FVB): B6/FVB/NJ (FVB) P < 0.001, CI = 7.",388bd769-5c31-41e0-881d-d62d889441da
25,results12,"4–35.4 ng/mL; Supplementary Fig. S5). This locus harbors the Apoa2 gene which has previously been associated with serum HDL cholesterol concentration [12–14]. Therefore, we measured serum APOA2 concentrations in F2s with the highest and lowest serum HDL cholesterol concentrations. These measurements confirm significant differences between homozygous genotype classes at Hdlq1 (B6/B6 2.2 ± 0.8 mg/dL; FVB/NJ (FVB)/FVB/NJ (FVB) 3.0 ± 0.9 mg/dL, P = 0.004, CI = 0.3–2.2 mg/dL; Fig. 3A).Fig. 3 Candidate genes and models.  A Serum APOA2 concentration for F2 animals which are homozygous for the alternative alleles at Hdlq1. The FVB/NJ (FVB)/FVB/NJ (FVB) genotype at Hdlq1 drives higher serum APOA2 concentration in addition to higher serum HDL cholesterol concentration (B6/B6 n = 14, FVB/NJ (FVB)/FVB/NJ (FVB) n = 24, Wilcoxon two-sample t test). B Fold change in Srd5a3 expression among F2 animals of genotype FVB/NJ (FVB)/FVB/NJ (FVB) (n = 15) relative to B6/B6 (n = 16) at Fmgq2.",a45f79d8-0761-4b9c-9819-0ae2644cff8b
26,results13, A decrease in Srd5a3 expression is associated with the FVB/NJ (FVB)/FVB/NJ (FVB) genotype at Fmgq2 relative to the B6/B6 genotype at Fmgq2 (Welch’s two-sample t test when variances are unequal). C Fold change in Srd5a3 expression among F2 animals of different genotypes at Fgmq1 and Fmgq2. A 1.59-fold increase in Srd5a3 expression is associated with F2 animals that are homozygous for the FVB/NJ (FVB) allele at Fmgq1 and B6/B6 at Fmgq2 (n = 9) relative to those that are homozygous for the B6 allele at both loci (n = 7) (Welch’s two-sample t test when variances are unequal). D Fold change in Ppp2r5a expression among F2 animals of different genotypes at Fgmq1 and Fmgq2 (Welch’s two-sample t test when variances are unequal). A 1.61-fold increase in Ppp2r5a expression is associated with F2 animals that are homozygous for the FVB/NJ (FVB) allele at Fmgq1 and B6/B6 at Fmgq2 (n = 9) relative to those that are homozygous for the B6 allele at both loci (n = 7) (Wilcoxon two-sample t test).,56e4dad4-a7ea-4c44-901e-6aa0bdd3c4c1
27,results14, E Graphical representation of SEM for fat mass gain during the feeding trial and serum HDL cholesterol concentrations after the feeding trial in the combined model that contains both sexes and both diets. Solid arrows indicate the direction of paths and the weight of each arrow is proportional to the path coefficient from the predictor to the variable and the percentage of variation in the variable that is explained by each predictor. Positive effects (green arrows) indicate that the FVB/NJ (FVB) allele increases the trait; negative effects (red arrows) indicate that the FVB/NJ (FVB) allele decreases the trait. The single-headed dashed arrow represents the inferred pleiotropic causal pathway at Fmgq1 that was identified in the causal network inference for fat mass gain and serum HDL cholesterol concentration. The double-headed dashed arrow represents a covariate pathway detected by the structural model between fat mass gain and serum HDL cholesterol concentration.,66b02745-4419-4f01-8ac7-ede767d163ee
28,results15,"  KEGG pathway annotation of candidate genes at Fmgq1 and Fmgq2 highlights steroid hormone biosynthesis  We searched for candidate genes that might elucidate the functional interaction between Fmgq1 and Fmgq2. Out of 98 positional candidate genes, 4 genes at Fmgq1 are found on metabolically relevant KEGG pathways: Hsd11b1 (steroid hormone biosynthesis; mmu00140), Ephx1 (bile secretion; mmu004976), Camk1g (aldosterone synthesis and secretion; mmu004925), and Ppp2r5a (AMPK signaling pathway; mmu004152) (Table 2). Out of 482 positional candidate genes, 2 genes at Fmgq2 are found on metabolically relevant KEGG pathways: Srd5a3 (steroid hormone biosynthesis; mmu00140) and Cox7b2 (nonalcoholic fatty liver disease; mmu004932) (Table 2).Table 2 Candidate genes in quantitative trait loci (QTL) confidence intervals for Fmg1 and Fmg2 were annotated with metabolically relevant KEGG pathways.",5a93db01-3699-4551-b549-e417e130473a
29,results16,"  Phenotype	Model	quantitative trait loci (QTL)	KEGG pathway	Gene symbol (Model quantitative trait loci (QTL) KEGG pathway Gene symbol (MGI))	 Fat mass gain (during feeding trial) (g)	Combined (both sexes, both diets)  (y ~ sex * diet + marker)  	Fmgq1	Steroid hormone biosynthesis (mmu00140)	Hsd11b1	 			Bile secretion (mmu04976)	Ephx1	 			Aldosterone synthesis and secretion (mmu04925)	Camk1g	 			AMPK signaling pathway (mmu04152)	Ppp2r5a	 	Combined (both sexes, both diets)  (y ~ sex * diet + marker)  	Fmgq2	Steroid hormone biosynthesis (mmu00140)	Srd5a3	 			Nonalcoholic fatty liver disease (mmu04932)	Cox7b2	  On the steroid hormone biosynthesis pathway, Srd5a3 converts inactive testosterone to active dihydrotestosterone. This makes Srd5a3 a particularly interesting candidate at Fmgq2 given the sex specificity we see at this quantitative trait loci (QTL) and the functional interaction we observed between Fmgq2 and Fmgq1.",e57b2bfe-eae4-42e9-b7f6-ca6d184adff0
30,results17," Consistent with Srd5a3 underlying Fmgq2, we observed lower expression of Srd5a3 in gonadal fat of F2s that are homozygous for the FVB/NJ (FVB) allele at Fmgq2 relative to F2s that are homozygous for the B6 allele at Fmgq2 (Fig. 3B). Interestingly, we also observe a 1.59-fold increase in Srd5a3 expression in F2s that are B6/B6 at Fmgq2 and carry FVB/NJ (FVB)/FVB/NJ (FVB) alleles at Fmgq1 relative to F2s that are B6/B6 at both loci (Fig. 3C). This makes Srd5a3 a strong candidate gene at Fmgq2 and for the functional interaction between Fmgq1 and Fmgq2.  At Fmgq1, we did not observe any genotype-dependent differences in expression of Hsd11b1 (liver), Ephx1 (liver), or Ppp2r5a (gonadal fat) (Supplementary Fig. S6ABC). We did, however, observe a 1.61-fold increase in Ppp2r5a expression in F2s that are B6/B6 at Fmgq2 and carry FVB/NJ (FVB)/FVB/NJ (FVB) alleles at Fmgq1 relative to F2s that are B6/B6 at both loci (Fig. 3D).",db699acc-8a7a-4934-b02b-65cb87da6fd0
31,results18," This makes Ppp2r5a a strong candidate gene at Fmgq1 for the functional interaction between Fmgq1 and Fmgq2.  The remaining candidate at Fmgq1, Camk1g, is exclusively expressed in brain tissue, which was unavailable to measure expression. Given the involvement of Camk1g in aldosterone synthesis and secretion, we instead measured serum aldosterone concentration (after the feeding trial) and observed no genotype-dependent differences (Supplementary Fig. S6D). The remaining candidate at Fmgq2, Cox7b2 is expressed exclusively in the testis, which was unavailable to measure its expression.  Conditioned linkage analysis of fat and lean mass gain  Fmgq2 and Lmgq1 overlap in the combined model of F2s that includes both sexes and diets. For both traits, this quantitative trait loci (QTL) appears to be driven largely by males on the ketogenic diet. This shared quantitative trait loci (QTL) prompted us to model the relationship between fat and lean mass gain.",bbfa5268-832a-46c3-9b5d-baf871e5906b
32,results19," There is no significant change to the logarithm of the odds (LOD) score on Chr5 at 73.7 Mb when the fat mass gain is conditioned on the lean mass gain, nor when the lean mass gain is conditioned on fat mass gain. Thus, the relationship between fat and lean mass gain at this locus could not be elucidated in this model. This would suggest that the overlapping quantitative trait loci (QTL) region harbors one or two tightly linked genes that affect both lean and fat mass in the same direction.  Conditioned linkage analysis of fat mass gain and serum HDL cholesterol concentration  The close proximity of Hdlq1 and Fmgq1 in the combined models prompted us to model the relationship between fat mass gain and serum HDL cholesterol concentration at these loci. We observed that when the fat mass gain is conditioned on serum HDL cholesterol concentration, there is no significant change to the logarithm of the odds (LOD) score on Chr1 at 191.6 Mb (Table 3).",e73b8a68-3955-45f9-9986-751571d43081
33,results20," Thus, the relationship between fat mass gain and serum HDL cholesterol concentration could not be elucidated in this model. Similarly, when serum HDL cholesterol concentration is conditioned on the fat mass gain, the logarithm of the odds (LOD) score on Chr1 at 168.6 Mb drops by only 1.08 logarithm of the odds (LOD) suggesting that Hdlq1 is not shared between fat mass gain and serum HDL cholesterol concentration (Table 3).Table 3 Structural equation model for fat mass gain during feeding trial and serum HDL cholesterol concentration after the feeding trial.  Conditioned and unconditioned quantitative trait loci (QTL) scans	 Phenotype	Model	Condition	quantitative trait loci (QTL)	logarithm of the odds (LOD) (−log10(P value))ξ	 Fat mass gain (during feeding trial) (g)	Combined (both sexes, both diets)  (y ~ sex * diet + marker)  	Unconditioned	Fmgq1	4.",481c6eae-ca02-42be-9baf-90dcf5a497c4
