,chunk_label,chunk_text,uuid
10,methods4," The means of these measurements were calculated. Hypertension was defined as having blood pressure ≥140/90 mm Hg or treatment with an antihypertensive medication) and dyslipidemia was defined as having a high plasma LDL-C concentration (≥160 mg/dL or lipid-lowering therapy), a low plasma HDL-cholesterol concentration (≤40 in men and ≤50 mg/dL in women).  Biochemical determinations, DNA extraction and genotyping At baseline, blood samples were obtained after an overnight fast. Fasting glucose and lipids were measured as previously described [42]. Biochemical data were available for the following number of participants with valid genotype data for the rs4580704 single nucleotide polymorphism (SNP): fasting glucose (n = 6716), total cholesterol (n = 6834), HDL cholesterol (n = 6753), LDL cholesterol (n = 6698), and triglycerides (n = 6795).",f4d1e260-25b6-4d12-988a-4bcf3a3e8bf7
11,methods5," Genomic DNA was extracted from buffy-coat and the CLOCK-rs4580704 (C > G) polymorphism, was genotyped on a 7900HT Sequence Detection System (Applied Biosystems, Foster City, CA, USA) using a fluorescent allelic discrimination TaqManTM assay (n = 7098 valid genotypes). Genotype frequencies did not deviate from Hardy–Weinberg equilibrium expectations (P = 0.145).  Outcome ascertainment cardiovascular diseases (CVD) outcomes The primary endpoint was the occurrence of the first major cardiovascular diseases (CVD) events and comprised a composite endpoint including myocardial infarction, stroke or cardiovascular death [38, 39]. We used four sources of information to identify end-points: (1) repeated contacts with participants; (2) family physicians; (3) yearly review of medical records; and (4) consultation of the National Death Index. The end-point adjudication committee, whose members were blind to treatment allocation, examined all medical records related to end-points.",946158d4-2aa6-46e2-9d54-c4bab08ec3d6
12,methods6," Only end-points confirmed by the adjudication committee that occurred between October 1, 2003, and December 1, 2010 were included in the analyses (n = 265). The criteria for adjudicating primary outcomes are detailed elsewhere [39].  T2D outcomes Clinical diagnosis of prevalent T2D was an inclusion criteria of the PREvención con DIeta MEditerránea (PREDIMED) study as previously reported [38], and these subjects (n = 3427) were considered as prevalent cases of T2D. Incidence of T2D was a pre-specified secondary outcome of the PREvención con DIeta MEditerránea (PREDIMED) trial [38]. New-onset diabetes during follow-up was diagnosed using the American Diabetes Association criteria, namely fasting plasma glucose levels ≥7.0 mmol/L (≥126.1 mg/dL) or 2-hour plasma glucose levels ≥11.1 mmol/L (≥200.0 mg/dL) after a 75-g oral glucose load, as previously reported [43].",b7812638-a6d6-4fde-8b5e-088467a5aac4
13,methods7," A review of all medical records of participants was completed yearly in each center by physician-investigators who were blinded to the intervention. When new-onset T2D cases were identified on the basis of a medical diagnosis reported in the medical charts or on a glucose test during routine biochemical analyses (conducted at least once per year), these reports were sent to the PREvención con DIeta MEditerránea (PREDIMED) Clinical Events Committee [38], whose members were also blinded to dietary group or the CLOCK genotype. All confirmed cases that occurred between October 1, 2003 and December 1, 2010 were included in the present analysis (n = 286).  Statistical analyses Data were analyzed at baseline and longitudinally after a median of 4.8 y of follow-up. We used ANOVA tests to compare the means of the continuous variables at baseline for the CLOCK-rs4580704 C > G genotypes. Association with fasting glucose at baseline was also estimated in a dominant model adjusted for covariates.",822abb77-d541-46fc-9828-c68e64e30977
14,methods8," Chi square tests were used to test differences in percentages. The CLOCK-rs4580704 single nucleotide polymorphism (SNP) was first tested as following a general genetic model, including the three genotype categories (the CC genotype was considered the reference category) in order to check the model assumptions. After, if similar effects for CG and GG subjects were observed, dominant models grouping carriers of the variant G-allele were analyzed and presented as the selected genetic model. Incidence of T2D was estimated in non-T2D participants at baseline (n = 3671). To examine the association between the polymorphism and T2D incidence in non-T2D subjects at baseline, we used Cox regression models with the length of follow-up as the primary time variable.",19e8bfcd-031f-48b5-b6b4-095ad6eca198
15,methods9," Follow-up time was calculated from the date of enrolment to the date of diagnosis of T2D for cases, and to the date of the last visit or the end of the follow-up period (December 1, 2010 for non-cases), or the date at death, depending on whichever came first. Hazard ratios (HR) with 95 % confidence intervals (CI) for the CLOCK-rs4580704 C > G single nucleotide polymorphism (SNP), were computed. Analyses were based on the intention-to-treat principle. In multivariable model 1 (basic model) we adjusted for sex, age, center and intervention group. Afterwards an additional control for more potential confounders such as BMI, smoking, drinking, physical activity, medications (for hypertension, dyslipidemia), adherence to the MedDiet and total energy intake at baseline (model 2) was carried out.",95fcec2a-5683-46f5-bc5b-142b8983f735
16,methods10," Moreover, to analyze the heterogeneity of genetic effects by the dietary intervention, we tested the statistical significance of the interaction term between the CLOCK-rs4580704 single nucleotide polymorphism (SNP) (dominant model) and the dietary intervention (subjects in the two MedDiet groups were merged in a single category (MedDiet group) versus the control group) in the multivariable Cox regression model (models 1 and 2). Stratified analyses by dietary intervention group (MedDiet and control group) were additionally carried out and HR and 95 % CI for T2D were estimated in each stratum as indicated above. Kaplan–Meier survival curves (cumulative T2D-free survival) were plotted to estimate the probability of remaining free of T2D during follow-up depending on the CLOCK-rs4580704 genotype.",9832c016-9856-47d9-8854-946a1cebe7c7
17,methods11,"  To examine the association between the CLOCK- rs4580704 single nucleotide polymorphism (SNP) and cardiovascular diseases (CVD) in the whole population (non-T2D and T2D subjects) and by T2D status (at baseline), we used Cox regression models with the length of follow-up as the primary time variable. Follow-up time was calculated from the date of enrolment to the date of diagnosis of cardiovascular diseases (CVD) for cases, and to the date of the last visit or the end of the follow-up period (December 1, 2010 for non-cases), or the date at death, depending on whichever came first. Hazard ratios (HR) with 95 % confidence intervals (CI) for the CLOCK-rs4580704 single nucleotide polymorphism (SNP), were computed. Analyses were based on the intention-to-treat principle. In multivariable model 1 (basic model) we adjusted for sex, age, center and intervention group.",849a435a-23ed-4e91-b1e5-d5c4c77b2d3c
18,methods12," Afterwards an additional control for more potential confounders such as BMI, smoking, drinking, physical activity, medications (hypertension, dyslipidemia, hyperglycemia), adherence to the MedDiet and total energy intake at baseline (model 2) was carried out as indicated above for T2D. The interaction term between diabetes status and the CLOCK-rs4580704 C > G single nucleotide polymorphism (SNP) in determining total cardiovascular diseases (CVD) (general genetic model) and specific causes of cardiovascular diseases (CVD) (dominant model) was tested in the multivariable Cox regression model (models 1 and 2). In T2D subjects, we also estimated the association between the CLOCK-rs4580704 C > G single nucleotide polymorphism (SNP) and stroke and myocardial infarction using multivariable Cox regression models. Additionally, for the stroke outcome we tested the potential heterogeneity of genetic effect (dominant model) of dietary intervention (MedDiet versus control group).",ca58868b-4db1-4707-986e-727023a68a54
19,methods13," Kaplan–Meier survival curves for stroke were also plotted. Statistical analyses were performed with the IBM SPSS Statistics version 22, NY. All tests were two-tailed and P values <0.05 were considered statistically significant. ",9983b64c-fffc-4259-b0b5-084ca831bdc9
20,results0,"Additional file 1: Table S1 shows demographic, clinical, lifestyle and genetic characteristics of the studied population (n = 7098 subjects) at baseline depending on dietary intervention group. Prevalence of the CLOCK-rs4580704 C > G genotypes was as follows: CC (37.6 %), CG (48.1 %) and GG (14.3 %). No statistically significant differences of genotype prevalence among the dietary intervention groups was detected (P = 0.570). The minor allele frequency (minor allele frequency (MAF)) for the G-variant allele was 0.38. General characteristics of participants by diabetes status are presented in Additional file 1: Table S2. Table 1 shows demographic, clinical and lifestyle characteristics of the study participants at baseline, depending on the CLOCK-rs4580704 C > G single nucleotide polymorphism (SNP). We observed statistically significant associations of the polymorphism with anthropometric variables (weight, BMI and waist circumference) at baseline.",9d0bd9c4-fad9-44a8-baa8-0c40f236e5ed
21,results1," These parameters were lower in homozygous subjects for the variant G-allele. No statistically significant differences were detected for blood pressure, plasma lipid concentrations, fasting glucose, physical activity, total energy and macronutrient intake. An association was observed for adherence to the MedDiet, being slightly higher in carriers of the G-allele and this variable was further included in the multivariable adjusted model. By T2D status, the most relevant association was found with fasting glucose in non-T2D subjects at baseline (Fig. 1). Fasting plasma glucose concentrations were lower in carriers of the G-allele (P value in model 1 = 0.009). This association remained statistically significant even after additional adjustment for BMI (P value in model 2 = 0.014), suggesting independent effects of the associations.",effbf365-ed2c-4dd0-9efb-6da565b9ff23
22,results4,"218	 Total indicates the maximum number of participants included with genotype data and demographic, anthropometric, adherence to MedDiet, physical activity and clinical variables. For dietary intake obtained by food-frequency questionnaires n = 7040 subjects were analyzed after exclusion of n = 58 subjects with invalid data. Biochemical data were available for fasting glucose (n = 6716 participants) total cholesterol (n = 6834 participants), HDL cholesterol (n = 6753 participants), LDL cholesterol (n = 6698 participants), and triglycerides (n = 6795 participants)   monounsaturated (MUFA) Monounsaturated fatty acids, MedDiet Mediterranean diet, extra virgin olive oil (EVOO) extra virgin olive oil   aBased on a 14-point screener of adherence   1 P unadjusted P-value obtained in the ANOVA test  Fig. 1 Association between the CLOCK-rs4580704 single nucleotide polymorphism (SNP) and fasting glucose in non-T2D subjects at baseline.",ba71a767-973b-4383-8c77-476870e397f9
23,results5," Means values and SE of means (error bars) are represented depending on the CLOCK genotypes. The P-values for the polymorphism were obtained in the dominant model for G-carriers vs CC subjects. P 1 Unadjusted model. P 2 Model adjusted for sex, age, field center and BMI    Association between the CLOCK-rs4580704 polymorphism and incidence of T2D in non-T2D subjects: Interaction with dietary intervention We analysed the association between the CLOCK-rs4580704 polymorphism and incidence of T2D in non-T2D subjects at baseline (n = 3671). Table 2 shows incidence rates and HR (95 % CI) for T2D varied by CLOCK genotype. As carriers of the G-allele presented similar incidence rates in the general genetic model, we pooled together these subjects (dominant model) and estimated T2D risk for G-carriers compared with CC homozygotes (reference category). G-allele carriers presented lower T2D risk than CC homozygous subjects (HR: 0.68; 95 % CI 0.54–0.86; P = 0.001).",48941eda-c8f3-4eb4-bb53-dad271b23316
24,results7,"002	 Model 1: adjusted for sex, age, center and dietary intervention group  Model 2: adjusted for variables in model 1 plus BMI, drinking, smoking, physical activity, medication (hypertension, dyslipemia and glucose), adherence to the Mediterranean Diet and total energy intake at baseline   aCrude incidence rates were expressed per 1000 person-years of follow-up    When we analysed the modulation of the CLOCK-rs4580704 polymorphism and incidence of T2D depending on the dietary intervention, we obtained a P value for the interaction term (P = 0.052 in model 2) suggestive such heterogeneity (P < 0.1). Figure 2 shows cumulative T2D-free survival by CLOCK-rs4580704 genotypes (dominant model) in non-T2D subjects depending on the dietary intervention group [A: MedDiet groups (n = 2477); and B: control group (n = 1194)]. We observed that the protective association of the G-allele against T2D incidence was stronger and of higher statistical significance in the MedDiet intervention group (HR: 0.",42ebbf9c-918f-4a32-ab83-8c62ada1d924
25,results8,"58; 95 % CI 0.43–0.78; P < 0.001) than in the control group (HR: 0.95; 95 % CI 0.63–1.44; P = 0.818) in model 2.Fig. 2 Cumulative T2D-free survival by CLOCK-rs4580704 genotypes in non-T2D subjects at baseline depending on the dietary intervention group. a Mediterranean diet groups (n = 2477); and b control group (n = 1194). Cox regression models with outcome of T2D incidence by the CLOCK-rs4580704 single nucleotide polymorphism (SNP) (CC versus carriers of the G-allele) were multivariable adjusted for each stratum and the corresponding hazard ratios (HR) and 95 % CI were obtained in the multivariable adjusted models. CC subjects were considered the reference category and HR for G-carriers versus CC were estimated. HR 1 model adjusted for sex, age and field center. HR 2 Models additionally adjusted for BMI, drinking, smoking, physical activity, medications and total energy intake at baseline.",5107237a-388e-4d78-825c-f4e4fdfda20a
26,results9, P for interaction between the CLOCK single nucleotide polymorphism (SNP) (as dominant) with dietary intervention (MedDiet vs control group) = 0.052 in model 2    Association between the CLOCK-rs4580704 polymorphism and incidence of cardiovascular diseases (CVD). Interaction with T2D status and modulation by dietary intervention Additional file 1: Table S3 shows incidence rates of total cardiovascular diseases (CVD) and HR and 95 % CI depending on the CLOCK polymorphism (general genetic model) in the whole population (T2D and non-TD2 subjects) and stratified by T2D. No similar effects were noted for CG and GG and the dominant model was not selected for total cardiovascular diseases (CVD). We detected a statistically significant interaction between T2D status and the CLOCK-rs4580704 single nucleotide polymorphism (SNP) (P = 0.019 in the multivariable adjusted model 2) on total cardiovascular diseases (CVD) incidence.,9cd627ed-2a64-49ba-a90e-09c3229a07a9
27,results10," The polymorphism was significantly associated with cardiovascular diseases (CVD) incidence in T2D subjects (P = 0.039 in model 2) and no significant association was detected in non-T2D subjects (P = 0.649 in model 2). Thus, in the general genetic model (CC as reference category), we observed protective association between the GG genotype and cardiovascular diseases (CVD) incidence (HR for GG versus CC = 0.48; 95 % CI 0.27–0.88; P = 0.016) in model 2 for T2D subjects. However, no significant association was observed for the GG genotype in non-T2D subjects (P = 0.370).  On analysing specific causes of cardiovascular diseases (CVD) (Table 3), we obtained a significant interaction between the CLOCK-rs4580704 single nucleotide polymorphism (SNP) and T2D status on stroke incidence (P for interaction: 0.018 in the dominant model 2), suggesting more specific effects for this outcome than for myocardial infarction.",4c59d53e-9229-4fce-8931-415fa2b2fa39
28,results11," We observed a significant association between the CLOCK polymorphism and stroke in T2D, and no significant association was detected for myocardial infarction. For stroke, a protective association was observed in T2D G-allele carriers (HR: 0.61; 95 % CI 0.40–0.94; P = 0.024). Additionally, Additional file 1: Figure S3 shows cumulative stroke-free survival by CLOCK-rs4580704 genotypes (three categories) in T2D subjects. In non-T2D, the CLOCK single nucleotide polymorphism (SNP) was no associated neither with stroke (HR: 1.59; 95 % CI 0.83–3–08; P = 0.165 nor with myocardial infarction (HR: 0.95; 95 % CI 0.48–1.89; P = 0.906).Table 3 Incidence rate and hazard ratios (HR) for stroke and myocardial infarction depending on the CLOCK-rs4580704 in T2D subjects at baseline (n = 3427)  CLOCK genotypes	Cases	Person-y	Incidence ratea 	Model 1	Model 2	 HR	95 % CI	P value	HR	95 % CI	P value	 Stroke	  Dominant model	   CC	43	5780.3	7.4	1.00	(Reference)		1.00	(Reference)		   CG + GG	43	9306.9	4.6	0.",8a29cb24-2b67-4a45-a7e8-64521796fe67
29,results12,"61	(0.40–0.93)	0.022	0.61	(0.40–0.94)	0.024	   P (interaction CLOCK × T2D status)			0.016			0.018	 Myocardial infraction	  Dominant model	   CC	24	5479.4	4.4	1.00	(Reference)		1.00	(Reference)		   CG + GG	40	9057.8	4.4	0.99	(0.60–1.65)	0.982	1.01	(0.61–1.70)	0.941	   P (interaction CLOCK × T2D status)			0.906			0.922	 Model 1: adjusted for sex, age, center and dietary intervention group  Model 2: adjusted for variables in model 1 plus BMI, drinking, smoking, physical activity, medication (hypertension, dyslipemia and glucose), adherence to the Mediterranean Diet and total energy intake at baseline  P for interaction terms between the CLOCK single nucleotide polymorphism (SNP) (as dominant) with T2D in determining stroke or myocardial infarction were estimated in the corresponding multivariable models in the whole population   aCrude incidence rates were expressed per 1000 person-years of follow-up     Finally,",f8c50009-61c6-473c-b851-bf3d573a86de
30,results13," we tested the modulation by the dietary intervention of the association between the CLOCK-rs4580704 single nucleotide polymorphism (SNP) and stroke in T2D subjects. Additional file 1: Table S4 shows detailed information on stroke incidence rates, HR and 95 % CI by genotypes and intervention groups (MedDiet and control groups). Additional file 1: Table S3 shows additional information in the two MedDiet intervention groups. Although a higher protective association against stroke is apparent for G-carriers in the MedDiet group in comparison with the control group, the interaction term between the single nucleotide polymorphism (SNP) and diet did not reach the statistical significance (P = 0.439 in model 2) and the heterogeneity by diet is not confirmed. ",615f823d-b875-4f61-ba6c-9b194b98d4fa
31,discussion0,"In this longitudinal study, undertaken on 7098 participants of the PREvención con DIeta MEditerránea (PREDIMED) trial, we have been able to demonstrate the relevance of the CLOCK-rs4580704 single nucleotide polymorphism (SNP) in the incidence of T2D and related processes, which finally lead to a higher incidence of cardiovascular diseases (CVD) in T2D subjects, strengthening the connection between genetic variants in core clock genes, metabolic alterations and cardiovascular diseases (CVD) risk. In agreement with our results, previous studies in humans analyzing this or other single nucleotide polymorphism (SNP)s in linkage disequilibrium (rs1801260, rs3736544, rs4864548 and rs3749474) had already reported that the variant allele is associated with lower hyperglycemia and prevalence of T2D [36, 37].",e810fbc4-924f-4806-8902-32aa1ef85452
32,discussion1," However, given that cross-sectional studies may be confounded by other factors related with obesity and other phenotypes concurrently associated with T2D, our longitudinal study provides a higher evidence level for the contribution of the CLOCK gene to T2D incidence. Moreover, our results are supported by observations on murine models, given that mice with mutations resulting in under-expression of the clock gene presented obesity and hyperglycemia [32, 33]. This dual phenotype has been a limiting factor in establishing causality as it was not possible to tease apart whether the greater risk of diabetes in those mice [33] was directly related to the functionality of the clock gene or was mediated by obesity. Our study and previous epidemiological studies [34–36, 44] show that the CLOCK-rs4580704 single nucleotide polymorphism (SNP) was also significantly associated with body-weight.",d3bb34af-b73e-4427-883c-642f28c2d001
33,discussion2," However, through multivariable adjustment, we have been able to show that the associations of the CLOCK-rs4580704 single nucleotide polymorphism (SNP) with fasting glucose and T2D incidence remain statistically significant after adjustment for BMI, supporting the notion that the observed effect may be additional to that of the association with obesity.  Furthermore, we have shown that the association between the CLOCK-rs4580704 single nucleotide polymorphism (SNP) and T2D incidence is modulated by diet. Thus, in the stratified analysis by dietary intervention (MedDiet vs control diet), the protective association between the minor G-allele and T2D risk was enhanced in subjects allocated to the MedDiet intervention group being highly statistically significant. However, no significant protective effect in carriers of the G-allele was observed in subjects in the control (low-fat diet) group.",4ea92bb7-9ef8-4a66-9cd0-38c58f5ae17c
34,discussion3," Although, in our study, the gene-diet interaction term between the single nucleotide polymorphism (SNP) and dietary intervention on T2D incidence was borderline significant (P = 0.052) at P < 0.05, taking into account that we can consider a P < 0.1 for the significance level of the interaction term as suggestive of interaction when some criteria of reliability are accomplished [45], our study fulfill these criteria to avoid false negative results and we considered this significance level (P < 0.1) to conduct the stratified analyses by MedDiet intervention groups. These criteria require that [45] the subgroup (dietary intervention) variable was measured at baseline and randomly distributed; we had an a priori hypothesis of the higher protective effect of the variant allele in the MedDiet intervention group (high monounsaturated (MUFA)); the direction of the subgroup effect was specified; a small number of hypotheses were tested and the size of the interaction effect was large.",ddfb6a25-8d07-4b4d-8938-f4071086f677
35,discussion4," Our hypothesis of a higher protective effect against T2D of the variant allele (G) was based on our previous results obtained in the Genetics of Lipid Lowering Drugs and Diet Network (GOLDN) study [36]. Therefore, our results support that the association between the CLOCK-rs4580704 single nucleotide polymorphism (SNP) and T2D can be modulated by dietary intake, having the MedDiet pattern an increasing protective effect of the G-allele against the disease.   The dietary modulation of the CLOCK gene expression effects on metabolic phenotypes has been previously shown is animal models [11, 32, 33]. Moreover, in our previous study in a US white population we specifically reported a gene-diet interaction between the CLOCK-rs4580704 single nucleotide polymorphism (SNP) and the contribution of monounsaturated (MUFA)s in the diet in determining fasting glucose concentrations and insulin resistance (HOMA-IR). Hence, when the monounsaturated (MUFA) intake (% of energy) was below the median (<13.",d8b5fbad-ee5f-41f7-9b2e-53889bdad243
36,discussion5,"2 %), no significant differences were found for plasma glucose concentrations and HOMA-IR between carriers and non-carriers of the G-allele. However, when monounsaturated (MUFA) intake was high (≥13.2 %), G-allele carriers had significantly lower plasma glucose concentrations and lower HOMA-IR values than did non-carriers. The MedDiet is precisely characterized by a high contribution of monounsaturated (MUFA)s (about 20 %), coming mainly from olive oil. In the intervention with MedDiet group, the monounsaturated (MUFA) content in the diet was significantly higher than in the low fat control group, as we described previously [39].",4ebad077-e93f-4d66-af5f-0da6a9a62b3d
37,discussion6," This high monounsaturated (MUFA) intake in the MedDiet intervention group could be one of the factors that may contribute to explain the higher protective effect against T2D incidence observed for G-carriers in the MedDiet intervention group but not in the control group in in agreement with our previous results obtained in the cross-sectional study carried out in the US population [36]. Furthermore, we can even hypothesize that the interaction effect between groups could be even higher and more significant if more differences in monounsaturated (MUFA) intake were reached (being a Mediterranean population, monounsaturated (MUFA) intake in the PREvención con DIeta MEditerránea (PREDIMED) study is generally higher than in the US population). Although the mechanisms explaining the observed gene-diet modulation on T2D remain unknown, recent studies have suggested that DNA methylation may be an important mechanism to drive circadian clock plasticity [46, 47].",f809ccbb-fbe7-4cef-acd2-9d6e2ef5bdb1
38,discussion7," In support of this argument, we have shown, in Mediterranean subjects [48], that the percentage of methylation of certain CpG islands in the CLOCK gene were significantly associated with monounsaturated (MUFA) and PUFA intakes, adding preliminary evidence to the potential epigenetic dietary modulation, although this requires further additional work to be confirmed.  The polymorphism in the CLOCK-rs4580704 gene is located in an intron and its function is still unknown. However, it involves a tag single nucleotide polymorphism (SNP) that is in linkage disequilibrium with other single nucleotide polymorphism (SNP)s in the 3’UTR region that could be modulated by microRNAs.",a4a3d06c-19a7-4278-9408-151e2bec5cbe
39,discussion8," In our previous work focusing on this single nucleotide polymorphism (SNP) [36], a specific bioinformatics analysis for CLOCK-rs4580704 single nucleotide polymorphism (SNP) allowed us to affirm that single nucleotide polymorphism (SNP) rs4580704 was predicted to produce an allele-specific CREM (cAMP responsive element modulator) binding site (C allele on forward strand binds CREM, G allele does not). In this bioinformatics analysis we used MAPPER [49] to identify potential allele-specific transcription factor binding sites and RNAfold [50] within the Vienna RNA package as previously detailed [36]. CREM has been shown to be responsible for circadian expression in the mouse of many genes that could also be implicated in T2D and cardiovascular diseases (CVD) risk [51–53].",55913cae-0591-44a8-854b-a678ed1f8f0d
